occ,year,delta_e,delta_DAIOE,DAIOE_cum,pctl_cum
13-1071.00,2010,0.14910353492163517,0.02223186412612728,0.02223186412612728,84.35233160621762
13-1074.00,2010,0.09013750723756528,0.008124770211002132,0.008124770211002132,16.683937823834196
13-1075.00,2010,0.14410146543444452,0.02076523234035441,0.02076523234035441,76.99481865284974
13-1081.00,2010,0.15822229032039986,0.0250342931542329,0.0250342931542329,94.50777202072538
13-1081.01,2010,0.14775492105802862,0.02183151669686427,0.02183151669686427,82.27979274611398
13-1081.02,2010,0.1649334809489197,0.027203053137927653,0.027203053137927653,98.96373056994818
13-1111.00,2010,0.14914725978930934,0.022244905102659734,0.022244905102659734,84.55958549222798
13-1121.00,2010,0.1278733711697185,0.016351599054308594,0.016351599054308594,57.512953367875646
13-1131.00,2010,0.13453809414442158,0.018100498776013246,0.018100498776013246,65.28497409326425
13-1141.00,2010,0.15469946356483724,0.023931924027248405,0.023931924027248405,90.88082901554404
13-1151.00,2010,0.13802293584432584,0.01905033081908689,0.01905033081908689,69.63730569948187
13-1161.00,2010,0.1534748326583157,0.02355452425949801,0.02355452425949801,89.53367875647669
13-1199.01,2010,0.11985120357894917,0.014364310999322718,0.014364310999322718,48.29015544041451
13-1199.02,2010,0.15675461419352993,0.024572009070962415,0.024572009070962415,92.95336787564767
13-1199.03,2010,0.15521766227739733,0.024092522682860176,0.024092522682860176,91.29533678756476
13-1199.04,2010,0.16504186240519167,0.02723881634617422,0.02723881634617422,99.17098445595855
13-1199.05,2010,0.15151383435257082,0.02295644200021827,0.02295644200021827,87.46113989637306
13-1199.06,2010,0.1456086901623604,0.021201890650798267,0.021201890650798267,79.37823834196891
13-2011.01,2010,0.152578490892897,0.02328019588315385,0.02328019588315385,88.39378238341969
13-2011.02,2010,0.16309130512173345,0.026598773806310358,0.026598773806310358,98.03108808290155
13-2021.01,2010,0.1454387158862373,0.021152420078637654,0.021152420078637654,79.06735751295336
13-2021.02,2010,0.14765995799085527,0.02180346319386114,0.02180346319386114,82.07253886010362
13-2031.00,2010,0.15927372524527955,0.0253681195535088,0.0253681195535088,95.44041450777202
13-2041.00,2010,0.159787577990741,0.02553207008014714,0.02553207008014714,96.06217616580311
13-2051.00,2010,0.15674490058572751,0.024568963859629603,0.024568963859629603,92.84974093264249
13-2052.00,2010,0.14966034313627716,0.022398218307668222,0.022398218307668222,84.87046632124353
13-2053.00,2010,0.14961614605093648,0.022384991159135156,0.022384991159135156,84.76683937823834
13-2061.00,2010,0.160680639039645,0.025818267762188686,0.025818267762188686,96.47668393782384
13-2071.00,2010,0.1454245258383854,0.02114829271531922,0.02114829271531922,78.96373056994818
13-2071.01,2010,0.1530704974993624,0.023430577204702315,0.023430577204702315,89.11917098445596
13-2072.00,2010,0.13963846768379876,0.01949890165707931,0.01949890165707931,70.88082901554404
13-2081.00,2010,0.15181537896389508,0.023047909289951075,0.023047909289951075,87.66839378238342
13-2082.00,2010,0.14834123009620948,0.022005120546456564,0.022005120546456564,82.59067357512953
13-2099.01,2010,0.15290016402804432,0.02337846015980286,0.02337846015980286,88.80829015544042
13-2099.02,2010,0.1613166527715058,0.026023062461402572,0.026023062461402572,97.09844559585493
13-2099.04,2010,0.15663307611649577,0.024533920533715958,0.024533920533715958,92.53886010362694
15-1111.00,2010,0.15878585918916724,0.025212949078442046,0.025212949078442046,95.12953367875647
15-1121.00,2010,0.15769242721023216,0.02486690159945437,0.02486690159945437,93.88601036269431
15-1121.01,2010,0.1537913896153246,0.02365179151981257,0.02365179151981257,90.05181347150258
15-1122.00,2010,0.15722068296998148,0.024718343153547425,0.024718343153547425,93.57512953367876
15-1131.00,2010,0.1614949505285003,0.02608061904620276,0.02608061904620276,97.30569948186529
15-1132.00,2010,0.16461175398632422,0.027097029550454125,0.027097029550454125,98.860103626943
15-1133.00,2010,0.15443950320393005,0.02385156014987672,0.02385156014987672,90.77720207253886
15-1134.00,2010,0.15945934396060366,0.025427282376346106,0.025427282376346106,95.64766839378238
15-1141.00,2010,0.16550989550672926,0.02739352551064844,0.02739352551064844,99.37823834196891
15-1142.00,2010,0.14927311971507706,0.022282464269471728,0.022282464269471728,84.66321243523316
15-1143.00,2010,0.15582592700274484,0.02428171952626476,0.02428171952626476,91.81347150259067
15-1143.01,2010,0.12702607709183736,0.016135624261341408,0.016135624261341408,56.6839378238342
15-1151.00,2010,0.12702449176380465,0.016135221507852876,0.016135221507852876,56.58031088082902
15-1152.00,2010,0.14287018004395716,0.020411888345792734,0.020411888345792734,74.50777202072538
15-1199.01,2010,0.16072572730831017,0.02583275941878528,0.02583275941878528,96.58031088082902
15-1199.02,2010,0.15073099352934086,0.022719832410342197,0.022719832410342197,86.6321243523316
15-1199.03,2010,0.15051070828730104,0.02265347330914503,0.02265347330914503,86.01036269430051
15-1199.04,2010,0.15688381066374332,0.024612530048377265,0.024612530048377265,93.16062176165804
15-1199.05,2010,0.16087296131518886,0.02588010968231825,0.02588010968231825,96.6839378238342
15-1199.06,2010,0.1603747501869029,0.02572006049751151,0.02572006049751151,96.26943005181347
15-1199.08,2010,0.1583562673668275,0.02507670741435416,0.02507670741435416,94.81865284974093
15-1199.09,2010,0.15204310985033387,0.023117107252960692,0.023117107252960692,87.87564766839378
15-1199.10,2010,0.14910820744110073,0.022233257526298327,0.022233257526298327,84.4559585492228
15-1199.11,2010,0.152567033350942,0.023276699665507446,0.023276699665507446,88.29015544041451
15-1199.12,2010,0.14772455739433046,0.021822544857350835,0.021822544857350835,82.1761658031088
15-2011.00,2010,0.16707842348918642,0.02791519959563192,0.02791519959563192,99.79274611398964
15-2021.00,2010,0.17021982597069107,0.028974789153492355,0.028974789153492355,99.89637305699482
15-2031.00,2010,0.15974484149520576,0.025518414384328413,0.025518414384328413,95.85492227979275
15-2041.00,2010,0.16364569455603056,0.02677991334672565,0.02677991334672565,98.54922279792746
15-2041.01,2010,0.15780898573056948,0.024903675977311083,0.024903675977311083,94.09326424870466
15-2041.02,2010,0.16336250487994264,0.026687308000649283,0.026687308000649283,98.34196891191709
15-2091.00,2010,0.1449511895278048,0.02101084734552559,0.02101084734552559,78.13471502590673
17-1011.00,2010,0.16321266318591562,0.026638373424239137,0.026638373424239137,98.23834196891191
17-1012.00,2010,0.15272710739522638,0.023325569333313013,0.023325569333313013,88.70466321243524
17-1021.00,2010,0.1500987455324288,0.022529633410408815,0.022529633410408815,85.38860103626943
17-1022.00,2010,0.12422709631077326,0.015432371457806135,0.015432371457806135,53.78238341968912
17-1022.01,2010,0.14060091219089071,0.019768616508910562,0.019768616508910562,72.02072538860104
17-2011.00,2010,0.15976675216570274,0.02552541509757708,0.02552541509757708,95.95854922279793
17-2021.00,2010,0.15184248121093863,0.023056139100294252,0.023056139100294252,87.7720207253886
17-2031.00,2010,0.15849724537898677,0.025121376792726743,0.025121376792726743,94.92227979274611
17-2041.00,2010,0.1704003132328688,0.029036266749859804,0.029036266749859804,100.0
17-2051.00,2010,0.16418290479645456,0.02695602622740166,0.02695602622740166,98.65284974093264
17-2051.01,2010,0.16199097658288902,0.0262410764942781,0.0262410764942781,97.61658031088083
17-2061.00,2010,0.15558469037052036,0.024206595877690692,0.024206595877690692,91.50259067357513
17-2071.00,2010,0.1547671826858684,0.023952880836520963,0.023952880836520963,90.98445595854922
17-2072.00,2010,0.144929274831852,0.02100449470328649,0.02100449470328649,78.03108808290155
17-2072.01,2010,0.14372840015642357,0.02065785301152502,0.02065785301152502,75.64766839378238
17-2081.00,2010,0.15824821352872287,0.025042497085032266,0.025042497085032266,94.71502590673575
17-2081.01,2010,0.16571973059760026,0.027463029109341206,0.027463029109341206,99.48186528497409
17-2111.01,2010,0.15398992633540337,0.023712897412782957,0.023712897412782957,90.25906735751295
17-2111.02,2010,0.1650236077365328,0.027232791110381047,0.027232791110381047,99.06735751295336
17-2111.03,2010,0.15740149751974994,0.024775231421459844,0.024775231421459844,93.78238341968913
17-2112.00,2010,0.1429483985156903,0.020434244638200608,0.020434244638200608,74.61139896373057
17-2112.01,2010,0.1629826286711596,0.02656333724856109,0.02656333724856109,97.92746113989638
17-2121.01,2010,0.13824206791602547,0.019110869341698998,0.019110869341698998,69.94818652849742
17-2121.02,2010,0.15404949687011352,0.023731247485935116,0.023731247485935116,90.36269430051813
17-2131.00,2010,0.15631370029226355,0.024433972899059592,0.024433972899059592,92.33160621761658
17-2141.00,2010,0.16091705309461735,0.0258942979766559,0.0258942979766559,96.78756476683938
17-2141.01,2010,0.14835248807960136,0.022008460719408263,0.022008460719408263,82.69430051813471
17-2141.02,2010,0.1513561543031325,0.022908685445433657,0.022908685445433657,87.25388601036269
17-2151.00,2010,0.1670346093154025,0.02790056070914915,0.02790056070914915,99.68911917098445
17-2161.00,2010,0.15997000394296995,0.02559040216151382,0.02559040216151382,96.16580310880829
17-2171.00,2010,0.15573025975162794,0.024251913802309507,0.024251913802309507,91.70984455958549
17-2199.01,2010,0.14396873208903954,0.020726995819325644,0.020726995819325644,76.37305699481865
17-2199.02,2010,0.14839004538963615,0.022019605570738277,0.022019605570738277,82.90155440414507
17-2199.03,2010,0.16099384472294703,0.02591901803867638,0.02591901803867638,96.89119170984456
17-2199.04,2010,0.1473723547075441,0.021718610932046193,0.021718610932046193,81.55440414507773
17-2199.05,2010,0.1445274136034126,0.02088817328289189,0.02088817328289189,77.40932642487047
17-2199.06,2010,0.14432473569497933,0.02082962933342564,0.02082962933342564,77.30569948186529
17-2199.07,2010,0.1469977806338758,0.021608347511285073,0.021608347511285073,81.24352331606218
17-2199.08,2010,0.14132760215837495,0.019973491131835906,0.019973491131835906,73.26424870466322
17-2199.09,2010,0.14681109929931396,0.021553498877473026,0.021553498877473026,80.82901554404145
17-2199.10,2010,0.15728284934168194,0.02473789469703822,0.02473789469703822,93.67875647668394
17-2199.11,2010,0.13087761836891904,0.017128950989920413,0.017128950989920413,60.829015544041454
17-3011.01,2010,0.15482039210045448,0.02396935381013847,0.02396935381013847,91.0880829015544
17-3011.02,2010,0.1502909345558208,0.02258736500966201,0.02258736500966201,85.80310880829016
17-3012.01,2010,0.1372200270495382,0.018829335823475995,0.018829335823475995,68.80829015544042
17-3012.02,2010,0.15346695975940736,0.023552107737795556,0.023552107737795556,89.43005181347151
17-3013.00,2010,0.15416646587523258,0.023767299200459252,0.023767299200459252,90.56994818652849
17-3021.00,2010,0.13704991950874257,0.018782680437352817,0.018782680437352817,68.29015544041451
17-3022.00,2010,0.15388765244497327,0.023681409575024886,0.023681409575024886,90.15544041450777
17-3023.01,2010,0.1411917607175726,0.01993511329452828,0.01993511329452828,73.05699481865285
17-3023.03,2010,0.13389488785480333,0.01792784099365036,0.01792784099365036,64.55958549222798
17-3024.00,2010,0.11707009850213007,0.013705407963298437,0.013705407963298437,45.07772020725388
17-3024.01,2010,0.1131876558961345,0.012811445447261751,0.012811445447261751,41.968911917098445
17-3025.00,2010,0.12691528444811145,0.01610748942654504,0.01610748942654504,56.26943005181347
17-3026.00,2010,0.1448596321758786,0.020984313034130845,0.020984313034130845,77.8238341968912
17-3027.00,2010,0.11314437959431044,0.012801650633781412,0.012801650633781412,41.865284974093264
17-3027.01,2010,0.11628250062108192,0.013521619950691916,0.013521619950691916,44.4559585492228
17-3029.01,2010,0.12133093980748011,0.01472119695456636,0.01472119695456636,49.4300518134715
17-3029.02,2010,0.1554089276948799,0.024151934807272412,0.024151934807272412,91.39896373056995
17-3029.03,2010,0.1309560735090517,0.01714949318890815,0.01714949318890815,61.03626943005181
17-3029.04,2010,0.1390638516678309,0.019338754840692474,0.019338754840692474,70.46632124352331
17-3029.05,2010,0.15011315166551356,0.022533958302953478,0.022533958302953478,85.5958549222798
17-3029.06,2010,0.14641583872381822,0.021437597829199146,0.021437597829199146,80.41450777202073
17-3029.07,2010,0.12147452933808012,0.014756061277908086,0.014756061277908086,49.740932642487046
17-3029.08,2010,0.11992641363717342,0.014382344687874415,0.014382344687874415,48.39378238341969
17-3029.09,2010,0.11099365722736505,0.012319591944705806,0.012319591944705806,39.48186528497409
17-3029.11,2010,0.14272254581986207,0.020369725085302628,0.020369725085302628,74.19689119170984
17-3029.12,2010,0.11391492128544353,0.012976609291468795,0.012976609291468795,42.487046632124354
17-3031.01,2010,0.1074785757810707,0.011551644251927357,0.011551644251927357,36.78756476683938
17-3031.02,2010,0.1536447877301464,0.023606720796641743,0.023606720796641743,89.84455958549223
19-1011.00,2010,0.14868019323078785,0.022105799859144414,0.022105799859144414,83.41968911917098
19-1012.00,2010,0.14683163132154745,0.021559527956546833,0.021559527956546833,81.03626943005182
19-1013.00,2010,0.14329117891526033,0.02053236195492515,0.02053236195492515,75.12953367875647
19-1020.01,2010,0.14846125285662334,0.02204074359975825,0.02204074359975825,83.10880829015544
19-1021.00,2010,0.15068669770805446,0.022706480866158583,0.022706480866158583,86.42487046632124
19-1022.00,2010,0.15113422927574718,0.022841555258774116,0.022841555258774116,87.15025906735751
19-1023.00,2010,0.12200385891191814,0.014884941589399228,0.014884941589399228,50.880829015544045
19-1029.01,2010,0.1581741824228368,0.02501907198513285,0.02501907198513285,94.30051813471502
19-1029.02,2010,0.14878839635963645,0.022137986891272277,0.022137986891272277,83.93782383419689
19-1029.03,2010,0.14870507544453118,0.02211319946296371,0.02211319946296371,83.73056994818653
19-1031.01,2010,0.12633094530811095,0.015959507742440922,0.015959507742440922,55.5440414507772
19-1031.02,2010,0.12213835171042332,0.014917776958539068,0.014917776958539068,51.0880829015544
19-1031.03,2010,0.11106042523605361,0.012334418053613055,0.012334418053613055,39.58549222797927
19-1032.00,2010,0.11969860356338116,0.014327755695023486,0.014327755695023486,48.082901554404145
19-1041.00,2010,0.16294209131088563,0.026550125120764993,0.026550125120764993,97.8238341968912
19-1042.00,2010,0.1582254337478972,0.0250352878847102,0.0250352878847102,94.61139896373057
19-2011.00,2010,0.16430722477091686,0.026996864111920597,0.026996864111920597,98.75647668393782
19-2012.00,2010,0.15910247713434816,0.02531359823028578,0.02531359823028578,95.33678756476684
19-2021.00,2010,0.16040885657482262,0.025731001267642016,0.025731001267642016,96.37305699481865
19-2031.00,2010,0.1408562676046165,0.019840488123503336,0.019840488123503336,72.43523316062176
19-2032.00,2010,0.15359815723465794,0.023592393905882705,0.023592393905882705,89.63730569948187
19-2041.00,2010,0.1462438649021392,0.02138726802151514,0.02138726802151514,80.10362694300518
19-2041.01,2010,0.15590174888599018,0.02430535530571034,0.02430535530571034,92.02072538860104
19-2041.02,2010,0.13238696707257253,0.017526309050674403,0.017526309050674403,62.90155440414508
19-2041.03,2010,0.16247754471260992,0.026398952535838155,0.026398952535838155,97.72020725388602
19-2042.00,2010,0.14676163288924085,0.0215389768883163,0.0215389768883163,80.72538860103627
19-2043.00,2010,0.14871775044293079,0.02211696929680584,0.02211696929680584,83.83419689119171
19-2099.01,2010,0.15869114297669953,0.025182878859251294,0.025182878859251294,95.02590673575129
19-3011.00,2010,0.14425167400458566,0.020808545453125254,0.020808545453125254,77.20207253886011
19-3011.01,2010,0.15570122535416236,0.02424287157678765,0.02424287157678765,91.60621761658031
19-3022.00,2010,0.15346248195990092,0.023550733369292916,0.023550733369292916,89.32642487046633
19-3031.01,2010,0.14393994698460014,0.0207187083379295,0.0207187083379295,76.16580310880829
19-3031.02,2010,0.15405546993477914,0.023733087816825642,0.023733087816825642,90.46632124352331
19-3031.03,2010,0.1484018989069704,0.02202312359919466,0.02202312359919466,83.00518134715026
19-3032.00,2010,0.14996951355841662,0.022490854996948105,0.022490854996948105,85.07772020725389
19-3039.01,2010,0.16316774767117706,0.026623713880084908,0.026623713880084908,98.13471502590673
19-3041.00,2010,0.13583482698451466,0.01845110022191303,0.01845110022191303,67.04663212435233
19-3051.00,2010,0.1505336689178787,0.02266038547787752,0.02266038547787752,86.11398963730569
19-3091.01,2010,0.15139704672454468,0.022921065756913966,0.022921065756913966,87.35751295336787
19-3091.02,2010,0.13532297965603265,0.01831230882298703,0.01831230882298703,66.11398963730569
19-3092.00,2010,0.15600246723832045,0.024336769784443248,0.024336769784443248,92.12435233160622
19-3093.00,2010,0.1283085908370128,0.016463094482579963,0.016463094482579963,57.72020725388601
19-3094.00,2010,0.13707248452798027,0.01878886601467339,0.01878886601467339,68.49740932642487
19-3099.01,2010,0.15676284871547244,0.0245745907373901,0.0245745907373901,93.05699481865285
19-4011.01,2010,0.11779240952077838,0.013875051740710761,0.013875051740710761,45.90673575129534
19-4011.02,2010,0.1287668497407221,0.016580901592149706,0.016580901592149706,58.23834196891192
19-4021.00,2010,0.13581761035815518,0.01844642328339966,0.01844642328339966,66.83937823834196
19-4031.00,2010,0.1288906007788021,0.01661278696912054,0.01661278696912054,58.44559585492228
19-4041.01,2010,0.12242428198485908,0.014987704819508292,0.014987704819508292,51.50259067357513
19-4041.02,2010,0.126812726880057,0.016081467698755927,0.016081467698755927,55.95854922279793
19-4051.01,2010,0.13122247193289707,0.01721933714017996,0.01721933714017996,61.6580310880829
19-4051.02,2010,0.13532149615778305,0.01831190732238089,0.01831190732238089,66.01036269430051
19-4061.00,2010,0.14992939164714067,0.022478822479681693,0.022478822479681693,84.97409326424871
19-4061.01,2010,0.1428114435320769,0.020395108403715587,0.020395108403715587,74.4041450777202
19-4091.00,2010,0.12318706385911159,0.015175052702228835,0.015175052702228835,52.84974093264249
19-4092.00,2010,0.1374923804272945,0.018904154675563875,0.018904154675563875,69.11917098445596
19-4093.00,2010,0.1056032708166454,0.01115205080717375,0.01115205080717375,35.33678756476684
19-4099.01,2010,0.1311110258291476,0.01719010109397141,0.01719010109397141,61.45077720207254
19-4099.02,2010,0.13279566988272135,0.017634689939600705,0.017634689939600705,63.005181347150256
19-4099.03,2010,0.15164258321860793,0.022995473045212433,0.022995473045212433,87.56476683937824
21-1011.00,2010,0.13929564207173054,0.019403275900175664,0.019403275900175664,70.67357512953367
21-1012.00,2010,0.13514339799521227,0.018263738021692344,0.018263738021692344,65.69948186528498
21-1013.00,2010,0.146313385006217,0.021407606631977483,0.021407606631977483,80.31088082901555
21-1014.00,2010,0.14569950889832975,0.02122834689321447,0.02122834689321447,79.58549222797927
21-1015.00,2010,0.12273473410515193,0.015063814955862344,0.015063814955862344,51.81347150259067
21-1021.00,2010,0.13308356846247155,0.01771123619470535,0.01771123619470535,63.523316062176164
21-1022.00,2010,0.13708307187934465,0.018791768595877573,0.018791768595877573,68.60103626943005
21-1023.00,2010,0.14280729319363467,0.020393922989292733,0.020393922989292733,74.30051813471502
21-1091.00,2010,0.12431216581039664,0.015453514568471547,0.015453514568471547,53.8860103626943
21-1092.00,2010,0.12290958323099126,0.015106765650015968,0.015106765650015968,52.43523316062176
21-1093.00,2010,0.12351330979023412,0.015255537695338342,0.015255537695338342,53.056994818652846
21-1094.00,2010,0.11279678798796033,0.012723115380400872,0.012723115380400872,41.45077720207254
21-2011.00,2010,0.1338727184462747,0.01792190474419554,0.01792190474419554,64.4559585492228
21-2021.00,2010,0.1351911836515221,0.018276656137099577,0.018276656137099577,65.80310880829016
23-1011.00,2010,0.14322994905012248,0.02051481830490068,0.02051481830490068,74.92227979274611
23-1012.00,2010,0.1445553261132343,0.020896242307703518,0.020896242307703518,77.51295336787565
23-1021.00,2010,0.14503842660627578,0.021036145192424045,0.021036145192424045,78.44559585492227
23-1022.00,2010,0.1451314008841241,0.021063123522588337,0.021063123522588337,78.65284974093264
23-1023.00,2010,0.15258194461660132,0.023281249822983595,0.023281249822983595,88.49740932642487
23-2011.00,2010,0.1448913448823654,0.020993501821820557,0.020993501821820557,77.92746113989638
23-2091.00,2010,0.1049995623086252,0.011024908085002866,0.011024908085002866,34.50777202072539
23-2093.00,2010,0.14029732256536265,0.019683338719009416,0.019683338719009416,71.39896373056995
25-1011.00,2010,0.13329094194357302,0.017766475204204955,0.017766475204204955,63.626943005181346
25-1021.00,2010,0.13819585464165487,0.019098094240137403,0.019098094240137403,69.84455958549223
25-1022.00,2010,0.13852137453405894,0.019188171202805034,0.019188171202805034,70.25906735751295
25-1031.00,2010,0.14386832811360156,0.020698095834202918,0.020698095834202918,75.85492227979275
25-1032.00,2010,0.14504754926588187,0.02103879154803843,0.02103879154803843,78.54922279792746
25-1041.00,2010,0.12362843876359153,0.015283990871123102,0.015283990871123102,53.36787564766839
25-1042.00,2010,0.12474604890476648,0.015561576717350391,0.015561576717350391,54.196891191709845
25-1043.00,2010,0.12927347560668848,0.01671163149543308,0.01671163149543308,58.96373056994819
25-1051.00,2010,0.13600135198552163,0.018496367741889747,0.018496367741889747,67.15025906735751
25-1052.00,2010,0.1396709917341716,0.019507985932007033,0.019507985932007033,70.98445595854922
25-1053.00,2010,0.13523950816227828,0.018289724567974935,0.018289724567974935,65.90673575129534
25-1054.00,2010,0.13039229494749213,0.017002150581673783,0.017002150581673783,60.10362694300518
25-1061.00,2010,0.140684322366625,0.019792078559756465,0.019792078559756465,72.12435233160622
25-1062.00,2010,0.12870776249177543,0.016565688125639275,0.016565688125639275,58.134715025906736
25-1063.00,2010,0.13549234986618178,0.01835817687225981,0.01835817687225981,66.32124352331606
25-1064.00,2010,0.12651266812175255,0.016005455195284703,0.016005455195284703,55.64766839378238
25-1065.00,2010,0.12288972555856541,0.015101884647859524,0.015101884647859524,52.33160621761658
25-1066.00,2010,0.1272692107112516,0.01619745199506496,0.01619745199506496,56.78756476683938
25-1067.00,2010,0.12179892061913361,0.01483497706398601,0.01483497706398601,50.259067357512954
