occ,delta_e_2023,delta_DAIOE_2023,pctl_new_2023
29-1069.03,0.526961385982557,0.2776883023166575,74.30051813471502
29-1069.04,0.5655951112807336,0.3198978299046654,89.11917098445596
29-1069.05,0.48327673132343046,0.23355639903865918,63.626943005181346
29-1069.06,0.43669753150060947,0.1907047340187258,54.196891191709845
29-1069.07,0.531161537543181,0.282132578965236,75.64766839378238
29-1069.08,0.4922021250196629,0.24226293187387185,65.80310880829016
29-1069.09,0.5834871644056215,0.34045727102611284,94.81865284974093
29-1069.10,0.4767332873352516,0.22727462725347558,62.27979274611399
29-1069.11,0.4559405751385016,0.20788180805762763,58.3419689119171
29-1069.12,0.4465888347726631,0.19944158734360498,56.16580310880829
29-1071.00,0.4683166714817002,0.2193205047876987,60.62176165803109
29-1071.01,0.3828243885432937,0.1465545124635467,44.04145077720207
29-1081.00,0.4847547330145956,0.23498715118005187,64.04145077720207
29-1122.00,0.449357543927758,0.20192220228478697,56.78756476683938
29-1122.01,0.45233668919847037,0.20460848039503357,57.409326424870464
29-1123.00,0.4065713845808121,0.1653002907599586,48.704663212435236
29-1124.00,0.358535207883957,0.12854749529239226,40.0
29-1125.00,0.4130158709342537,0.1705821096435801,50.46632124352332
29-1125.01,0.5015805314038524,0.25158302948337097,68.39378238341969
29-1125.02,0.46853127370806386,0.21952155444250065,60.72538860103627
29-1126.00,0.3756269572107628,0.14109561098341622,42.90155440414508
29-1127.00,0.5720177854026964,0.3272043468170053,91.19170984455958
29-1128.00,0.45422487644534804,0.2063202383817917,57.92746113989637
29-1131.00,0.4068492700105192,0.16552632850809235,48.80829015544042
29-1141.00,0.4158944033568599,0.17296815474355848,50.880829015544045
29-1141.01,0.48407774433375234,0.23433126255925368,63.73056994818653
29-1141.02,0.5287776984475552,0.2796058543754936,74.81865284974093
29-1141.03,0.41366006860261284,0.17111465235631837,50.5699481865285
29-1141.04,0.4286755077968842,0.18376269098491652,53.16062176165803
29-1151.00,0.4362977270472528,0.1903557066265991,54.09326424870466
29-1161.00,0.45299126914223065,0.20520108991908884,57.61658031088083
29-1171.00,0.46280496236514557,0.2141884331898038,59.37823834196891
29-1181.00,0.48833881680499003,0.2384747999984976,64.97409326424871
29-1199.01,0.44142293741261873,0.1948542096739847,54.818652849740936
29-1199.04,0.5543499404278963,0.3073038564524122,84.55958549222798
29-1199.05,0.49547130629289254,0.24549181535958534,66.52849740932642
29-2011.00,0.39990951254010254,0.15992761822006243,47.461139896373055
29-2011.01,0.46923507768852657,0.22018155813335757,60.932642487046635
29-2011.02,0.396970145956868,0.1575852967810171,46.943005181347154
29-2011.03,0.34888339359858755,0.12171962232886696,38.652849740932645
29-2012.00,0.36470170271362395,0.13300733196221654,40.72538860103627
29-2021.00,0.33943774795305626,0.11521798473544255,37.30569948186528
29-2031.00,0.3879874149179259,0.15053423413469477,44.66321243523316
29-2032.00,0.37301188535489715,0.13913786661601493,42.38341968911917
29-2033.00,0.39924815703348415,0.1593990908946336,47.15025906735751
29-2034.00,0.34798958058771723,0.12109674819761534,38.44559585492228
29-2035.00,0.3875369382985558,0.15018487854581863,44.55958549222798
29-2041.00,0.320631354783646,0.10280446567039628,33.575129533678755
29-2051.00,0.37797061844379787,0.14286178840678704,43.21243523316062
29-2052.00,0.3921758246182127,0.15380187741497514,45.49222797927461
29-2053.00,0.39694048923424086,0.1575617519935185,46.83937823834197
29-2054.00,0.39597154775624926,0.1567934666324796,46.52849740932643
29-2055.00,0.3365085288559924,0.11323798999282428,36.78756476683938
29-2056.00,0.37048376853436726,0.1372582227474266,41.6580310880829
29-2057.00,0.3963637174120588,0.1571041964807064,46.73575129533679
29-2061.00,0.3691595860903669,0.13627880000241102,41.24352331606217
29-2071.00,0.457042379838859,0.20888773696876786,58.652849740932645
29-2081.00,0.3920721808571232,0.15372059500206073,45.38860103626943
29-2091.00,0.43531634003917674,0.18950031590510416,53.98963730569948
29-2092.00,0.45061220579841277,0.2030513600145111,57.2020725388601
29-2099.01,0.4276788569581942,0.18290920468906752,52.74611398963731
29-2099.05,0.39327902596207315,0.154668392261677,45.90673575129534
29-2099.06,0.34191965882985653,0.11690905309432549,37.72020725388601
29-2099.07,0.3185487021743374,0.1014732756569547,33.16062176165803
29-9011.00,0.4790680217198646,0.22950616943458468,62.90155440414508
29-9012.00,0.42609388570311746,0.18155599943358133,52.43523316062176
29-9091.00,0.4015726360760487,0.16126058204506666,47.87564766839378
29-9092.00,0.588479558372677,0.3463081906225009,95.64766839378238
29-9099.01,0.4470783852369524,0.19987908254608083,56.373056994818654
31-1011.00,0.338330649399159,0.11446762832285666,37.09844559585492
31-1013.00,0.35931752353296936,0.129109082717866,40.10362694300518
31-1014.00,0.2978396102622144,0.08870843344114776,29.015544041450777
31-1015.00,0.20659543448168202,0.04268167354867497,5.803108808290156
31-2011.00,0.38458166257536797,0.1479030551892342,44.35233160621762
31-2012.00,0.332943658413721,0.11085147967791252,35.95854922279793
31-2021.00,0.3619843084774531,0.13103263958389993,40.51813471502591
31-2022.00,0.2881709631823546,0.08304250402144596,26.010362694300518
31-9011.00,0.27048125624277486,0.07316010997866963,21.55440414507772
31-9091.00,0.34193649444119495,0.11692056623073334,37.82383419689119
31-9092.00,0.4258497536493129,0.18134801268318046,52.33160621761658
31-9093.00,0.2830781624726337,0.0801332460688828,23.93782383419689
31-9094.00,0.5468928740423983,0.2990918156783545,81.55440414507773
31-9095.00,0.3569253548766814,0.12739570895384497,39.58549222797927
31-9096.00,0.290740746545086,0.08453018170159395,26.94300518134715
31-9097.00,0.3548615909346452,0.12592674872066748,39.48186528497409
31-9099.01,0.5348815306413106,0.2860982518211913,76.89119170984456
31-9099.02,0.322290574587115,0.10387121446769275,33.78238341968912
33-1011.00,0.3545611638342159,0.12571361889947366,39.27461139896373
33-1012.00,0.3817408519532993,0.1457260780500308,43.83419689119171
33-1021.01,0.3337131158038197,0.11136444365949356,36.16580310880829
33-1021.02,0.33610171580730813,0.11296436336861652,36.58031088082902
33-2011.01,0.24617543204720327,0.06060234334362719,15.233160621761659
33-2011.02,0.2530064409925834,0.06401225918373359,16.683937823834196
33-2021.01,0.41166853619247956,0.16947098369085886,50.15544041450777
33-2021.02,0.3799508916686881,0.14436268007983116,43.523316062176164
33-2022.00,0.39247841365867275,0.15403930518802825,45.59585492227979
33-3011.00,0.3088254128861528,0.09537313564430275,31.60621761658031
33-3012.00,0.3051648138078182,0.09312556358636034,30.673575129533678
33-3021.01,0.3955500538241923,0.1564598450803214,46.21761658031088
33-3021.02,0.38342220066562804,0.14701258396327313,44.145077720207254
33-3021.03,0.41284971472969617,0.17044488695239152,50.362694300518136
33-3021.05,0.39137095791516735,0.1531712266994357,45.284974093264246
33-3021.06,0.5777804525248658,0.3338302513198387,93.98963730569949
33-3031.00,0.33081028445469274,0.10943544430099472,35.5440414507772
33-3041.00,0.2696803570779282,0.07272749499367887,21.34715025906736
33-3051.01,0.3090837071106991,0.09553273800129243,31.70984455958549
33-3051.03,0.329288575011552,0.10843096563313852,35.233160621761655
33-3052.00,0.29991824475750467,0.08995095353842247,29.533678756476682
33-9011.00,0.3514004871198796,0.12348230234808866,38.86010362694301
33-9021.00,0.48717006512735317,0.23733467235618952,64.76683937823834
33-9031.00,0.44755352892329164,0.20030416125169165,56.476683937823836
33-9032.00,0.311293304768287,0.09690352159356161,32.2279792746114
33-9091.00,0.2725493269669119,0.07428313563011667,21.865284974093264
33-9092.00,0.3344721030302497,0.11187158770547798,36.373056994818654
33-9093.00,0.3359703298388345,0.11287606253201525,36.476683937823836
33-9099.02,0.3880637223000353,0.1505934525653589,44.766839378238345
35-1011.00,0.3722785426407019,0.13859131331068492,42.27979274611399
35-1012.00,0.37162835828448637,0.13810763668122256,42.07253886010363
35-2011.00,0.2745081914894172,0.07535474719479053,22.27979274611399
35-2012.00,0.3026796081791947,0.09161494520751083,30.155440414507773
35-2013.00,0.29910858766392795,0.08946594721430967,29.430051813471504
35-2014.00,0.28652604118563224,0.08209717227751062,25.59585492227979
35-2015.00,0.30686525072772486,0.09416628210418944,31.191709844559586
35-2021.00,0.21348358936875933,0.04557524292976905,6.839378238341969
35-3011.00,0.33662982334451147,0.113319637964957,36.89119170984456
35-3021.00,0.29556629068267654,0.08735943218791645,28.704663212435232
35-3022.00,0.3658497865351556,0.13384606630781892,41.03626943005181
35-3022.01,0.3061704918589734,0.09374037008516568,31.088082901554404
35-3031.00,0.277754032793029,0.07714730273279104,22.487046632124354
35-3041.00,0.2632493953948269,0.0693002441757419,19.689119170984455
35-9011.00,0.15589089712910997,0.024301971807718748,0.5181347150259067
35-9021.00,0.14815985496553796,0.021951342623409243,0.31088082901554404
35-9031.00,0.3486247047801317,0.12153918478303398,38.54922279792746
37-1011.00,0.3186568825809598,0.1015422088162156,33.26424870466321
37-1012.00,0.3288815506010847,0.10816307432577384,34.92227979274612
37-2011.00,0.18789385892369007,0.03530410222123555,3.4196891191709846
37-2012.00,0.1792203029717672,0.032119916997292025,2.0725388601036268
37-2021.00,0.29515927066680836,0.08711899506056224,28.497409326424872
37-3011.00,0.15770576468000186,0.02487110821330412,0.7253886010362695
37-3012.00,0.25420017073260875,0.06461772680048744,17.202072538860104
37-3013.00,0.20902696503164092,0.04369227211033884,6.010362694300518
39-1011.00,0.5185118619055159,0.2688545509367248,72.12435233160622
39-1012.00,0.3743706554280154,0.14015338764560184,42.69430051813472
39-1021.00,0.46364514078060626,0.2149668165694682,59.689119170984455
39-1021.01,0.49142404832222253,0.2414975952694021,65.49222797927462
39-2011.00,0.2911151923882165,0.08474805523922829,27.253886010362695
39-2021.00,0.28458126106703874,0.08098649415050606,24.66321243523316
39-3011.00,0.38859629193683515,0.15100707810705802,44.870466321243526
39-3012.00,0.4082206931736917,0.16664413433520933,49.119170984455955
39-3021.00,0.2839271751847905,0.08061464080841471,24.352331606217618
39-3031.00,0.32661855466365564,0.1066796802505754,34.50777202072539
39-3091.00,0.2885319053635667,0.08325066041273022,26.21761658031088
39-3092.00,0.34722189763664435,0.12056304619839232,38.3419689119171
39-3093.00,0.322436093777143,0.10396503457026256,33.8860103626943
39-4011.00,0.28821970242306094,0.0830705968648378,26.1139896373057
39-4021.00,0.28729668076171216,0.08253938277669715,25.699481865284973
39-4031.00,0.3687065522261518,0.135944521654496,41.13989637305699
39-5011.00,0.30508595894330665,0.09307744234435698,30.569948186528496
39-5012.00,0.31820486737385895,0.10125433762041516,33.056994818652846
39-5091.00,0.33637405528575004,0.11314750506938083,36.6839378238342
39-5092.00,0.31347385393367944,0.09826585710003378,32.538860103626945
39-5093.00,0.23809684158515426,0.056690105972826046,13.367875647668393
39-5094.00,0.36946533504121326,0.13650463379711597,41.347150259067355
39-6011.00,0.23163004658893777,0.05365247848279348,11.813471502590673
39-6012.00,0.5178312736546519,0.26814922797479895,71.91709844559585
39-7011.00,0.4391930304918838,0.19289051803264476,54.61139896373057
39-7012.00,0.46304493015383275,0.21441060734116785,59.48186528497409
39-9011.00,0.4069088230752991,0.16557479029652505,48.9119170984456
39-9011.01,0.3546917478491353,0.12580623599227458,39.37823834196891
39-9021.00,0.3217548275407767,0.10352616904579497,33.67875647668394
39-9031.00,0.21583982834461596,0.04658683149983328,7.253886010362694
39-9032.00,0.4053252652207301,0.16428857062625518,48.49740932642487
39-9041.00,0.4935072109780616,0.243549367287345,66.21761658031087
41-1011.00,0.3706064240631791,0.13734912155689696,41.865284974093264
41-1012.00,0.5546970798908178,0.30768885043940036,84.76683937823834
41-2011.00,0.3318914916678871,0.11015196224153519,35.751295336787564
41-2012.00,0.3447267743490558,0.11883654895310483,38.031088082901555
41-2021.00,0.38713222071131315,0.14987135631287288,44.4559585492228
41-2022.00,0.39581047654013213,0.15666593333892648,46.32124352331606
41-2031.00,0.42318377071793223,0.17908450379904745,52.020725388601036
41-3011.00,0.5251599144863095,0.2757929357832679,73.57512953367876
41-3021.00,0.5632509043040365,0.31725158119931485,88.18652849740933
41-3031.01,0.5748608155755275,0.33046495728416064,92.64248704663213
41-3031.02,0.5540397238942637,0.306960015652832,84.4559585492228
41-3031.03,0.5449618714248369,0.29698344130686044,80.51813471502591
41-3041.00,0.5337208825916444,0.28485798051440386,76.37305699481865
41-3099.01,0.5502680195757598,0.3027948933678287,83.00518134715026
41-4011.00,0.5441347991710437,0.29608267966891205,80.0
41-4011.07,0.48485927475830637,0.23508851631915081,64.14507772020725
41-4012.00,0.5254658765229268,0.2761143873900077,73.88601036269431
41-9011.00,0.4253744271660686,0.180943403286861,52.12435233160622
41-9012.00,0.21610081717871338,0.046699563185307706,7.357512953367876
41-9021.00,0.5501032540159351,0.3026135900789204,82.90155440414507
41-9022.00,0.45545806175560377,0.20744204601817137,58.134715025906736
41-9031.00,0.534863428710356,0.28607888737179804,76.6839378238342
41-9041.00,0.6099652381961934,0.37205759180773895,98.34196891191709
41-9091.00,0.5921658010557712,0.3506603359400232,96.58031088082902
43-1011.00,0.5418063915587338,0.29355416593389594,79.89637305699482
43-2011.00,0.5137318763266607,0.2639204407541114,70.56994818652849
43-2021.00,0.538272457669414,0.2897372386854711,78.34196891191709
43-3011.00,0.5402460713138342,0.2918658175700324,79.06735751295336
43-3021.01,0.5095282889522245,0.25961907724258154,69.63730569948187
43-3021.02,0.4998373111482966,0.24983733761595908,67.66839378238342
43-3031.00,0.48119334872384223,0.23154703885606523,63.21243523316062
43-3041.00,0.4208983134648763,0.17715539027757723,51.398963730569946
43-3051.00,0.516067857398572,0.2663260334399528,71.0880829015544
43-3061.00,0.5915913973928352,0.3499803814692074,96.26943005181347
43-3071.00,0.4224131540378725,0.1784328727042234,51.81347150259067
43-4011.00,0.5097489831426029,0.2598440258149176,69.74093264248705
43-4021.00,0.5417548881598472,0.2934983588450885,79.79274611398964
43-4031.01,0.5613570902283074,0.315121782749592,86.94300518134715
43-4031.02,0.5661396386688963,0.3205140904721484,89.53367875647669
43-4031.03,0.5247407750223405,0.2753528809710466,73.26424870466322
43-4041.01,0.5605037279937636,0.3141644290949069,86.42487046632124
43-4041.02,0.6268672261482091,0.3929625192187499,99.68911917098445
43-4051.00,0.5388737785690314,0.2903849492292655,78.860103626943
43-4051.03,0.5224437969099197,0.2729475209296534,72.74611398963731
43-4061.00,0.5732467170470997,0.3286117986052776,92.02072538860104
43-4071.00,0.4302993601491515,0.18515753934476917,53.26424870466321
43-4081.00,0.4717540930214249,0.22255192428246723,61.24352331606217
43-4111.00,0.5584056332468438,0.3118168512418086,85.90673575129534
43-4121.00,0.4084333779498351,0.16681782422351282,49.22279792746114
43-4131.00,0.5535781896892086,0.3064488120995814,84.24870466321244
43-4141.00,0.5253731732441396,0.2760169711646167,73.67875647668394
43-4151.00,0.48650388073790685,0.2366860259730435,64.55958549222798
43-4161.00,0.5771466468769689,0.33309825200132864,93.78238341968913
43-4171.00,0.5009892469785355,0.25099022558812006,68.18652849740933
43-4181.00,0.44244803884523376,0.1957602670779935,55.02590673575129
43-5011.00,0.545247979951536,0.29729535964123055,80.62176165803109
43-5011.01,0.5443471472622967,0.29631381673260054,80.10362694300518
43-5021.00,0.2477089880685635,0.061359742769951736,15.44041450777202
43-5031.00,0.4981840243161464,0.24818732208383074,67.25388601036269
43-5032.00,0.5248085683555583,0.27542403341941074,73.3678756476684
43-5041.00,0.23184306510763358,0.05375120683850242,12.124352331606218
43-5051.00,0.3390387014849774,0.11494724110461961,37.2020725388601
43-5052.00,0.23163593954622574,0.05365520848946275,11.917098445595855
43-5053.00,0.23285847299822632,0.054223068447065696,12.2279792746114
43-5061.00,0.4808173249982116,0.23118530001843585,63.10880829015544
43-5071.00,0.2789770931405223,0.07782821849713567,23.212435233160623
43-5081.01,0.28962465493072365,0.08388244074374074,26.632124352331605
43-5081.02,0.2912540285549918,0.08482890914951197,27.357512953367877
43-5081.03,0.22007639444476143,0.04843361939180622,7.979274611398964
43-5081.04,0.28479223115928676,0.08110661492868462,24.76683937823834
43-5111.00,0.3748677929144518,0.14052586216455235,42.7979274611399
43-6011.00,0.5254028443548588,0.276048148856176,73.78238341968913
43-6012.00,0.5240823694410519,0.27466232995894724,73.05699481865285
43-6013.00,0.5374596367976687,0.288862861186682,77.8238341968912
43-6014.00,0.5535586411758904,0.3064271692204982,84.04145077720207
43-9011.00,0.42284086332293624,0.17879439569568606,51.917098445595855
43-9021.00,0.39550223664734363,0.1564220191930514,46.1139896373057
43-9022.00,0.40531070546950526,0.16427676796818805,48.39378238341969
43-9031.00,0.40971232326242646,0.16786418783309504,49.53367875647668
43-9041.01,0.5389178916478193,0.29043249393813075,78.96373056994818
43-9041.02,0.5072413130503287,0.25729374966502155,69.32642487046633
43-9051.00,0.2740791738502207,0.0751193935384195,22.072538860103627
43-9061.00,0.47400901893738834,0.22468455003398538,61.6580310880829
43-9071.00,0.3007536753783051,0.09045277325355892,29.740932642487046
43-9081.00,0.573270962454232,0.3286395963932015,92.12435233160622
43-9111.00,0.5235459866384964,0.27410040012527664,72.95336787564767
43-9111.01,0.5490987112830685,0.30150939473272664,82.07253886010362
45-1011.05,0.2970941793804805,0.08826495142176112,28.808290155440414
45-1011.06,0.3647653237319143,0.13305374139724824,40.829015544041454
45-1011.07,0.3057540028428719,0.09348551025443892,30.77720207253886
45-1011.08,0.3453833159827924,0.11928963495926943,38.134715025906736
45-2011.00,0.41211677599615204,0.16984023705746257,50.259067357512954
45-2021.00,0.25875214737448426,0.06695267377090683,18.3419689119171
45-2041.00,0.17623159966780091,0.03105757672147205,1.5544041450777202
45-2091.00,0.22571594501090603,0.050947687832166355,9.119170984455959
45-2092.01,0.18321628581372257,0.033568207387375676,2.7979274611398965
45-2092.02,0.1872982373029093,0.03508062969677692,3.2124352331606216
45-2093.00,0.2533869856046245,0.0642049644737982,16.787564766839377
45-3011.00,0.20646867723869958,0.0426293146806983,5.699481865284974
45-3021.00,0.21694993258318596,0.04706727324784893,7.564766839378239
45-4011.00,0.2587803632982895,0.06696727642879471,18.44559585492228
45-4021.00,0.18166403674568535,0.033001822246737714,2.5906735751295336
45-4022.00,0.2121753987019903,0.04501839981434854,6.528497409326425
45-4023.00,0.30599920297772487,0.09363551222300287,30.984455958549223
47-1011.00,0.353570992375039,0.12501244664906988,39.170984455958546
47-1011.03,0.35981712361720186,0.12946836244815674,40.20725388601036
47-2011.00,0.2542545271454279,0.06464536457394514,17.305699481865286
47-2021.00,0.18587019241213307,0.03454772842732337,3.1088082901554404
47-2022.00,0.1997535549653463,0.039901482721293624,4.766839378238342
47-2031.01,0.2269953824500648,0.05152690365365118,9.637305699481866
47-2031.02,0.24895365951011922,0.06197792458348037,15.647668393782384
47-2041.00,0.2025866932535405,0.041041368283404114,5.284974093264249
47-2042.00,0.23077684522163588,0.05325795229045088,11.709844559585493
47-2043.00,0.16556261608772252,0.027410979845810597,0.9326424870466321
47-2044.00,0.23967004054385804,0.057441728334294555,13.575129533678757
47-2051.00,0.18203189875703962,0.03313561216509312,2.694300518134715
47-2053.00,0.17832318815685597,0.031799159434425454,1.8652849740932642
47-2061.00,0.20209939172713906,0.0408441641364796,5.181347150259067
47-2071.00,0.2074706650832733,0.04304407687009576,5.9067357512953365
47-2072.00,0.18937972382080503,0.03586467979444439,3.626943005181347
47-2073.00,0.228777152033576,0.05233898529259394,10.569948186528498
47-2081.00,0.1973255832827436,0.03893738581787498,4.5595854922279795
47-2082.00,0.17340839779971767,0.03007047242746513,1.450777202072539
47-2111.00,0.2901083961500056,0.08416288151672859,26.83937823834197
47-2121.00,0.20934801673145867,0.0438265921093951,6.1139896373057
47-2131.00,0.19511047079984667,0.03806809581573782,4.1450777202072535
47-2132.00,0.2437645025168702,0.05942113268729722,14.404145077720207
47-2141.00,0.18765493472681777,0.03521437452732624,3.316062176165803
47-2142.00,0.17047272900947893,0.02906095133593924,1.2435233160621761
47-2151.00,0.2281957928175951,0.052073319859650795,10.155440414507773
47-2152.01,0.25641563702233916,0.06574897890957199,17.616580310880828
47-2152.02,0.2665367619042399,0.07104184544639748,20.414507772020727
47-2161.00,0.18578861734631943,0.034517410335457105,3.005181347150259
47-2171.00,0.1687974493291294,0.02849257890002001,1.0362694300518134
47-2181.00,0.19263823178553702,0.03710948834545828,4.041450777202073
47-2211.00,0.24225784740003548,0.05868886462689887,14.093264248704664
47-2221.00,0.19786563494494258,0.03915080949216528,4.66321243523316
47-2231.00,0.2600625416530498,0.06763252557104427,18.65284974093264
47-3011.00,0.16286195038278994,0.026524014882486333,0.8290155440414507
47-3012.00,0.20151718200571947,0.040609174643526265,5.077720207253886
47-3013.00,0.19566049559946014,0.03828302953822636,4.455958549222798
47-3014.00,0.15489345193448895,0.023991981452181836,0.41450777202072536
47-3015.00,0.17941434125937442,0.03218950584953526,2.1761658031088085
47-3016.00,0.17713525501234825,0.031376898568289645,1.761658031088083
47-4011.00,0.4175674706103088,0.1743625925118911,51.19170984455958
47-4021.00,0.28179010758740436,0.07940566473412092,23.523316062176164
47-4031.00,0.1689183491159919,0.028533408668072125,1.1398963730569949
47-4041.00,0.309435861342595,0.09575055228483367,31.813471502590673
47-4051.00,0.2249533228396217,0.05060399745658706,8.808290155440414
47-4061.00,0.21496100499031912,0.046208233666448,7.046632124352332
47-4071.00,0.2290751994517486,0.052475447003858394,10.984455958549223
47-4091.00,0.2609194204957673,0.06807894399184702,18.860103626943005
47-4099.02,0.2855590086892367,0.08154394744357958,25.181347150259068
47-4099.03,0.27308832716719994,0.07457723443497963,21.968911917098445
47-5011.00,0.22699272017550343,0.0515256950126744,9.533678756476684
47-5012.00,0.28886520727067316,0.08344310797152897,26.424870466321245
47-5013.00,0.2541680964029555,0.06460142122910209,17.098445595854923
47-5021.00,0.2649555542154543,0.07020144570961855,19.89637305699482
47-5031.00,0.28920094619619446,0.08363718728077417,26.528497409326423
47-5041.00,0.2228467789333618,0.04966068688097462,8.49740932642487
47-5042.00,0.22076990603465,0.048739351410548186,8.290155440414507
47-5051.00,0.17953485521254917,0.032232764236190994,2.2797927461139897
47-5061.00,0.19027301565786586,0.036203820487538466,3.7305699481865284
47-5071.00,0.19515359449749087,0.0380849254452911,4.248704663212435
47-5081.00,0.2205918729546453,0.04866077441363837,8.082901554404145
49-1011.00,0.3912829396676317,0.15310233887494354,45.181347150259064
49-2011.00,0.32900020644249417,0.10824113583920378,35.02590673575129
49-2021.00,0.26812412361530114,0.07189054566447328,20.932642487046632
49-2021.01,0.33255723627480815,0.11059431539873858,35.854922279792746
49-2022.00,0.2897821040565721,0.08397366783145399,26.735751295336787
49-2091.00,0.3768424275475846,0.14201021519995657,43.005181347150256
49-2092.00,0.28158284760014657,0.07928890006260737,23.419689119170986
49-2093.00,0.2943749889947491,0.08665663414565866,28.186528497409327
49-2094.00,0.3233856108489022,0.10457825330411762,34.09326424870466
49-2095.00,0.31040601385499883,0.09635189343734972,32.020725388601036
49-2096.00,0.2910562179260397,0.0847137219934103,27.04663212435233
49-2097.00,0.2934561175679722,0.08611649293806752,27.979274611398964
49-2098.00,0.3006791621075093,0.09040795852567385,29.637305699481864
49-3011.00,0.3141199830077628,0.09867136372479718,32.64248704663213
49-3021.00,0.23823098608322404,0.056754002730185285,13.471502590673575
49-3022.00,0.20472147942401886,0.04191088413755898,5.595854922279793
49-3023.01,0.2669605784333921,0.0712679504374913,20.518134715025905
49-3023.02,0.2834022671346056,0.08031684501703434,24.145077720207254
49-3031.00,0.25699073616574153,0.06604423847500977,17.82383419689119
49-3041.00,0.24308646194183817,0.05909102797940074,14.300518134715025
49-3042.00,0.2493549583812788,0.062177895269329285,16.06217616580311
49-3043.00,0.21752960650101635,0.04731912970448702,7.668393782383419
49-3051.00,0.26855603064770406,0.07212234159725056,21.139896373056995
49-3052.00,0.3026045039587494,0.09156948581612077,30.05181347150259
49-3053.00,0.26226761321003533,0.0687843009388887,19.378238341968913
49-3091.00,0.2824907521662531,0.07980102505945542,23.626943005181346
49-3092.00,0.2858810169877418,0.08172795587394553,25.28497409326425
49-3093.00,0.17968323430279892,0.03228606468951453,2.383419689119171
49-9011.00,0.2299973489350711,0.05289878051716085,11.191709844559586
49-9012.00,0.2946577285452947,0.08682317699147259,28.39378238341969
49-9021.01,0.27871191923802496,0.07768033392534335,23.00518134715026
49-9021.02,0.29307709166228435,0.08589418165722303,27.875647668393782
49-9031.00,0.2942200444457568,0.0865654345536631,28.082901554404145
49-9041.00,0.24585250680648554,0.06044345510303302,15.129533678756477
49-9043.00,0.25804002862837705,0.06658465637453365,18.031088082901555
49-9044.00,0.25727192495231666,0.06618884336867045,17.927461139896373
49-9045.00,0.2333963622703336,0.05447386192102481,12.33160621761658
49-9051.00,0.2609560357609096,0.06809805260004913,18.963730569948186
49-9052.00,0.25166523156104387,0.06333538877667383,16.580310880829014
49-9061.00,0.33955476202134405,0.11529743641137159,37.409326424870464
49-9062.00,0.34055052416929665,0.1159746595119827,37.61658031088083
49-9063.00,0.32966305162338055,0.10867772760563968,35.33678756476684
49-9064.00,0.2989403321217481,0.08936532216906105,29.326424870466322
49-9071.00,0.2657046295579579,0.07059895016853165,20.207253886010363
49-9081.00,0.27823291309662207,0.07741355393023244,22.590673575129532
49-9091.00,0.2614698681664604,0.06836649195898618,19.17098445595855
49-9092.00,0.2704170711298062,0.07312539235842265,21.45077720207254
49-9093.00,0.19099594047750107,0.036479449278885134,3.937823834196891
49-9094.00,0.27443637162053114,0.07531532206824226,22.17616580310881
49-9095.00,0.2300208061369549,0.052909571255894586,11.295336787564766
49-9096.00,0.22642926609147387,0.05127021254272348,9.32642487046632
49-9097.00,0.26188002374252195,0.06858114683538385,19.27461139896373
49-9098.00,0.2239875351763081,0.050170415914357856,8.601036269430052
49-9099.01,0.30174622275764873,0.09105078294850857,29.94818652849741
51-1011.00,0.40089703846706204,0.160718435451661,47.66839378238342
51-2011.00,0.2787143741908257,0.0776817023805836,23.10880829015544
51-2021.00,0.2446153119296054,0.05983665083041815,14.818652849740932
51-2022.00,0.28868624825003497,0.08333974992868082,26.321243523316063
51-2023.00,0.2980697779358296,0.08884559251871478,29.22279792746114
51-2031.00,0.2539226229065861,0.06447669842376033,16.99481865284974
51-2041.00,0.23595616789316703,0.05567531316682843,12.746113989637307
51-2091.00,0.23985714493413585,0.05753144997595505,13.678756476683938
51-2092.00,0.25855656297607066,0.0668514962579988,18.238341968911918
51-2093.00,0.28500321521589805,0.0812268326833995,24.974093264248705
51-3011.00,0.31970744194927037,0.10221284843774608,33.47150259067357
51-3021.00,0.25149104103229536,0.06324774371950767,16.476683937823836
51-3022.00,0.22469359756328877,0.05048721278593317,8.704663212435234
51-3023.00,0.14396150229811144,0.020724914143929147,0.20725388601036268
51-3091.00,0.28498191170087817,0.08121468999668711,24.870466321243523
51-3092.00,0.31800689822766265,0.10112838732037899,32.95336787564767
51-3093.00,0.2841780405156028,0.0807571587112876,24.4559585492228
51-4011.00,0.28547326630448694,0.08149498577455251,25.077720207253886
51-4012.00,0.3650166252665268,0.13323713672096404,40.932642487046635
51-4021.00,0.22109314170900313,0.048882177310757335,8.393782383419689
51-4022.00,0.26848887941158384,0.07208627836768801,21.036269430051814
51-4023.00,0.24433638110138572,0.0597002671297216,14.715025906735752
51-4031.00,0.2370274188772209,0.05618199729959753,13.05699481865285
51-4032.00,0.2670096439100315,0.07129414994096182,20.621761658031087
51-4033.00,0.24384155418692943,0.05945870354829724,14.507772020725389
51-4034.00,0.2274279045515668,0.05172345176871658,9.844559585492227
51-4035.00,0.27059009289968583,0.07321899837546061,21.6580310880829
51-4041.00,0.2711679024217403,0.07353203130380648,21.761658031088082
51-4051.00,0.2138137168775604,0.04571630552499756,6.94300518134715
51-4052.00,0.2405163235982714,0.05784810191722841,13.782383419689118
51-4061.00,0.28270925479462955,0.07992452274653478,23.730569948186528
